Date,Close
1/2/2018 16:00,9.34
1/3/2018 16:00,9.53
1/4/2018 16:00,9.82
1/5/2018 16:00,10.05
1/8/2018 16:00,8.63
1/9/2018 16:00,9.18
1/10/2018 16:00,9.3
1/11/2018 16:00,8.91
1/12/2018 16:00,7.58
1/16/2018 16:00,7.26
1/17/2018 16:00,6.77
1/18/2018 16:00,7.03
1/19/2018 16:00,7.14
1/22/2018 16:00,7.25
1/23/2018 16:00,7.58
1/24/2018 16:00,7.31
1/25/2018 16:00,7.03
1/26/2018 16:00,7.05
1/29/2018 16:00,7.19
1/30/2018 16:00,7
1/31/2018 16:00,6.89
2/1/2018 16:00,6.53
2/2/2018 16:00,6.52
2/5/2018 16:00,6.06
2/6/2018 16:00,6.22
2/7/2018 16:00,6.37
2/8/2018 16:00,6.17
2/9/2018 16:00,6.24
2/12/2018 16:00,6.29
2/13/2018 16:00,6.09
2/14/2018 16:00,6.16
2/15/2018 16:00,6.19
2/16/2018 16:00,6.48
2/20/2018 16:00,6.23
2/21/2018 16:00,6.33
2/22/2018 16:00,6.43
2/23/2018 16:00,6.53
2/26/2018 16:00,6.56
2/27/2018 16:00,6.63
2/28/2018 16:00,6.59
3/1/2018 16:00,6.8
3/2/2018 16:00,6.84
3/5/2018 16:00,7.02
3/6/2018 16:00,7.25
3/7/2018 16:00,7.33
3/8/2018 16:00,7.49
3/9/2018 16:00,7.68
3/12/2018 16:00,7.93
3/13/2018 16:00,7.54
3/14/2018 16:00,7.4
3/15/2018 16:00,7.59
3/16/2018 16:00,7.56
3/19/2018 16:00,7.43
3/20/2018 16:00,7.3
3/21/2018 16:00,7.42
3/22/2018 16:00,7.28
3/23/2018 16:00,7.02
3/26/2018 16:00,7
3/27/2018 16:00,5.41
3/28/2018 16:00,4.7
3/29/2018 16:00,4.69
4/2/2018 16:00,4.87
4/3/2018 16:00,5.09
4/4/2018 16:00,5
4/5/2018 16:00,5.22
4/6/2018 16:00,4.98
4/9/2018 16:00,5.2
4/10/2018 16:00,5.12
4/11/2018 16:00,5.62
4/12/2018 16:00,5.59
4/13/2018 16:00,5.67
4/16/2018 16:00,5.54
4/17/2018 16:00,5.78
4/18/2018 16:00,5.81
4/19/2018 16:00,5.78
4/20/2018 16:00,5.71
4/23/2018 16:00,5.59
4/24/2018 16:00,5.68
4/25/2018 16:00,5.53
4/26/2018 16:00,5.73
4/27/2018 16:00,5.6
4/30/2018 16:00,5.53
5/1/2018 16:00,5.51
5/2/2018 16:00,5.5
5/3/2018 16:00,5.4
5/4/2018 16:00,5.5
5/7/2018 16:00,5.82
5/8/2018 16:00,5.6
5/9/2018 16:00,5.92
5/10/2018 16:00,6.57
5/11/2018 16:00,6.92
5/14/2018 16:00,6.99
5/15/2018 16:00,6.96
5/16/2018 16:00,6.48
5/17/2018 16:00,6.54
5/18/2018 16:00,6.54
5/21/2018 16:00,7.24
5/22/2018 16:00,7.46
5/23/2018 16:00,7.72
5/24/2018 16:00,7.82
5/25/2018 16:00,7.27
5/29/2018 16:00,7.35
5/30/2018 16:00,7.45
5/31/2018 16:00,7.4
6/1/2018 16:00,7.5
6/4/2018 16:00,7.71
6/5/2018 16:00,7.63
6/6/2018 16:00,7.71
6/7/2018 16:00,7.75
6/8/2018 16:00,7.79
6/11/2018 16:00,7.88
6/12/2018 16:00,7.96
6/13/2018 16:00,8.1
6/14/2018 16:00,8.09
6/15/2018 16:00,8.12
6/18/2018 16:00,8.42
6/19/2018 16:00,8.3
6/20/2018 16:00,8.19
6/21/2018 16:00,8.01
6/22/2018 16:00,8.08
6/25/2018 16:00,7.49
6/26/2018 16:00,7.64
6/27/2018 16:00,7.27
6/28/2018 16:00,7.22
6/29/2018 16:00,7.35
7/2/2018 16:00,7.54
7/3/2018 13:00,7.57
7/5/2018 16:00,7.73
7/6/2018 16:00,7.96
7/9/2018 16:00,7.84
7/10/2018 16:00,8.11
7/11/2018 16:00,8.15
7/12/2018 16:00,8.26
7/13/2018 16:00,8.29
7/16/2018 16:00,8.31
7/17/2018 16:00,8.37
7/18/2018 16:00,8.33
7/19/2018 16:00,8.67
7/20/2018 16:00,8.41
7/23/2018 16:00,8.55
7/24/2018 16:00,8.61
7/25/2018 16:00,8.81
7/26/2018 16:00,8.7
7/27/2018 16:00,8.37
7/30/2018 16:00,8.42
7/31/2018 16:00,8.84
8/1/2018 16:00,8.69
8/2/2018 16:00,8.25
8/3/2018 16:00,8.26
8/6/2018 16:00,8.01
8/7/2018 16:00,8.04
8/8/2018 16:00,9.44
8/9/2018 16:00,9.91
8/10/2018 16:00,9.95
8/13/2018 16:00,9.98
8/14/2018 16:00,10.06
8/15/2018 16:00,10.38
8/16/2018 16:00,10.48
8/17/2018 16:00,10.21
8/20/2018 16:00,10.59
8/21/2018 16:00,10.85
8/22/2018 16:00,11.33
8/23/2018 16:00,11.99
8/24/2018 16:00,12.56
8/27/2018 16:00,13.07
8/28/2018 16:00,13.16
8/29/2018 16:00,14.16
8/30/2018 16:00,14.17
8/31/2018 16:00,14.81
9/4/2018 16:00,14.52
9/5/2018 16:00,14.25
9/6/2018 16:00,14.18
9/7/2018 16:00,13.95
9/10/2018 16:00,13.51
9/11/2018 16:00,13.88
9/12/2018 16:00,13.71
9/13/2018 16:00,13.62
9/14/2018 16:00,15.58
9/17/2018 16:00,16.52
9/18/2018 16:00,18.31
9/19/2018 16:00,16.12
9/20/2018 16:00,16.89
9/21/2018 16:00,16.72
9/24/2018 16:00,16.7
9/25/2018 16:00,16.13
9/26/2018 16:00,16.67
9/27/2018 16:00,16.72
9/28/2018 16:00,16.73
10/1/2018 16:00,16.38
10/2/2018 16:00,14.78
10/3/2018 16:00,14.86
10/4/2018 16:00,14.42
10/5/2018 16:00,14.24
10/8/2018 16:00,14.28
10/9/2018 16:00,14.55
10/10/2018 16:00,13.57
10/11/2018 16:00,13.27
10/12/2018 16:00,13.9
10/15/2018 16:00,13.8
10/16/2018 16:00,14.2
10/17/2018 16:00,13.73
10/18/2018 16:00,13.09
10/19/2018 16:00,12.86
10/22/2018 16:00,12.8
10/23/2018 16:00,13.01
10/24/2018 16:00,12.23
10/25/2018 16:00,13.02
10/26/2018 16:00,12.65
10/29/2018 16:00,12.59
10/30/2018 16:00,13.24
10/31/2018 16:00,14.19
11/1/2018 16:00,14.27
11/2/2018 16:00,14.58
11/5/2018 16:00,14.33
11/6/2018 16:00,14.34
11/7/2018 16:00,14.46
11/8/2018 16:00,12.83
11/9/2018 16:00,13.01
11/12/2018 16:00,13.28
11/13/2018 16:00,12.24
11/14/2018 16:00,12.11
11/15/2018 16:00,12.9
11/16/2018 16:00,13.24
11/19/2018 16:00,12.78
11/20/2018 16:00,12.11
11/21/2018 16:00,12.57
11/23/2018 13:00,13.07
11/26/2018 16:00,13.53
11/27/2018 16:00,13.39
11/28/2018 16:00,14
11/29/2018 16:00,13.8
11/30/2018 16:00,13.93
12/3/2018 16:00,14.47
12/4/2018 16:00,13.22
12/6/2018 16:00,13.35
12/7/2018 16:00,12.35
12/10/2018 16:00,12.43
12/11/2018 16:00,12.45
12/12/2018 16:00,12.6
12/13/2018 16:00,12.47
12/14/2018 16:00,12.04
12/17/2018 16:00,11
12/18/2018 16:00,11.24
12/19/2018 16:00,11.64
12/20/2018 16:00,10.58
12/21/2018 16:00,9.54
12/24/2018 13:00,9.26
12/26/2018 16:00,10.19
12/27/2018 16:00,10.01
12/28/2018 16:00,10.18
12/31/2018 16:00,11.06
1/2/2019 16:00,11.31
1/3/2019 16:00,10.65
1/4/2019 16:00,11.68
1/7/2019 16:00,13.6
1/8/2019 16:00,13.07
1/9/2019 16:00,14.11
1/10/2019 16:00,14.25
1/11/2019 16:00,14.09
1/14/2019 16:00,13.65
1/15/2019 16:00,14.3
1/16/2019 16:00,14.3
1/17/2019 16:00,14.32
1/18/2019 16:00,14.94
1/22/2019 16:00,14.73
1/23/2019 16:00,14.4
1/24/2019 16:00,14.43
1/25/2019 16:00,14.79
1/28/2019 16:00,13.98
1/29/2019 16:00,13.86
1/30/2019 16:00,14
1/31/2019 16:00,14.08
2/1/2019 16:00,13.4
2/4/2019 16:00,13.65
2/5/2019 16:00,13.29
2/6/2019 16:00,13.45
2/7/2019 16:00,13.25
2/8/2019 16:00,13.89
2/11/2019 16:00,14.53
2/12/2019 16:00,14.55
2/13/2019 16:00,15.65
2/14/2019 16:00,15.94
2/15/2019 16:00,16.06
2/19/2019 16:00,16.51
2/20/2019 16:00,18.76
2/21/2019 16:00,18.64
2/22/2019 16:00,19.22
2/25/2019 16:00,19.3
2/26/2019 16:00,19.61
2/27/2019 16:00,20.4
2/28/2019 16:00,20.12
3/1/2019 16:00,20.33
3/4/2019 16:00,20.38
3/5/2019 16:00,20.03
3/6/2019 16:00,19.22
3/7/2019 16:00,20.28
3/8/2019 16:00,20.84
3/11/2019 16:00,22.49
3/12/2019 16:00,22.77
3/13/2019 16:00,23.31
3/14/2019 16:00,23.44
3/15/2019 16:00,24.28
3/18/2019 16:00,24.19
3/19/2019 16:00,24.68
3/20/2019 16:00,25.04
3/21/2019 16:00,25.75
3/22/2019 16:00,23.55
3/25/2019 16:00,24.29
3/26/2019 16:00,23.46
3/27/2019 16:00,22.37
3/28/2019 16:00,22.97
3/29/2019 16:00,23.42
4/1/2019 16:00,23.6
4/2/2019 16:00,23.24
4/3/2019 16:00,24.13
4/4/2019 16:00,23.58
4/5/2019 16:00,24.89
4/8/2019 16:00,24.57
4/9/2019 16:00,25.16
4/10/2019 16:00,26.27
4/11/2019 16:00,26.12
4/12/2019 16:00,26.14
4/15/2019 16:00,25.05
4/16/2019 16:00,24.74
4/17/2019 16:00,22.57
4/18/2019 16:00,22.84
4/22/2019 16:00,22.79
4/23/2019 16:00,23.63
4/24/2019 16:00,23.5
4/25/2019 16:00,23.17
4/26/2019 16:00,23.84
4/29/2019 16:00,24.67
4/30/2019 16:00,23.62
5/1/2019 16:00,23.51
5/2/2019 16:00,24.16
5/3/2019 16:00,24.76
5/6/2019 16:00,25.02
5/7/2019 16:00,23.86
5/8/2019 16:00,19.05
5/9/2019 16:00,19.47
5/10/2019 16:00,19.69
5/13/2019 16:00,18.19
5/14/2019 16:00,18.6
5/15/2019 16:00,18.99
5/16/2019 16:00,18.31
5/17/2019 16:00,18.05
5/20/2019 16:00,17.77
5/21/2019 16:00,18.42
5/22/2019 16:00,18.02
5/23/2019 16:00,17.61
5/24/2019 16:00,17.43
5/28/2019 16:00,17.63
5/29/2019 16:00,17.37
5/30/2019 16:00,17.89
5/31/2019 16:00,17.45
6/3/2019 16:00,17.77
6/4/2019 16:00,18.5
6/5/2019 16:00,18.61
6/6/2019 16:00,18.26
