Date,Close
1/2/2018 16:00,64.11
1/3/2018 16:00,63.45
1/4/2018 16:00,62.92
1/5/2018 16:00,63.32
1/8/2018 16:00,67.28
1/9/2018 16:00,66.74
1/10/2018 16:00,66.96
1/11/2018 16:00,67.59
1/12/2018 16:00,67.24
1/16/2018 16:00,68.01
1/17/2018 16:00,69.43
1/18/2018 16:00,68.91
1/19/2018 16:00,70
1/22/2018 16:00,70.31
1/23/2018 16:00,70.56
1/24/2018 16:00,69.18
1/25/2018 16:00,67.53
1/26/2018 16:00,68.57
1/29/2018 16:00,69.91
1/30/2018 16:00,69.16
1/31/2018 16:00,70.86
2/1/2018 16:00,69.85
2/2/2018 16:00,68.75
2/5/2018 16:00,66.63
2/6/2018 16:00,66.79
2/7/2018 16:00,69
2/8/2018 16:00,63.05
2/9/2018 16:00,62.08
2/12/2018 16:00,63.15
2/13/2018 16:00,64.73
2/14/2018 16:00,64.46
2/15/2018 16:00,66.81
2/16/2018 16:00,67.1
2/20/2018 16:00,66.95
2/21/2018 16:00,66.66
2/22/2018 16:00,69.23
2/23/2018 16:00,70.41
2/26/2018 16:00,71.48
2/27/2018 16:00,70.2
2/28/2018 16:00,68.61
3/1/2018 16:00,66.19
3/2/2018 16:00,67.02
3/5/2018 16:00,66.67
3/6/2018 16:00,65.64
3/7/2018 16:00,66.46
3/8/2018 16:00,65.82
3/9/2018 16:00,65.43
3/12/2018 16:00,69.1
3/13/2018 16:00,68.37
3/14/2018 16:00,65.33
3/15/2018 16:00,65.12
3/16/2018 16:00,64.27
3/19/2018 16:00,62.71
3/20/2018 16:00,62.11
3/21/2018 16:00,63.31
3/22/2018 16:00,61.82
3/23/2018 16:00,60.31
3/26/2018 16:00,60.84
3/27/2018 16:00,55.84
3/28/2018 16:00,51.56
3/29/2018 16:00,53.23
4/2/2018 16:00,50.5
4/3/2018 16:00,53.51
4/4/2018 16:00,57.39
4/5/2018 16:00,61.14
4/6/2018 16:00,59.86
4/9/2018 16:00,57.93
4/10/2018 16:00,60.94
4/11/2018 16:00,60.19
4/12/2018 16:00,58.82
4/13/2018 16:00,60.07
4/16/2018 16:00,58.24
4/17/2018 16:00,57.54
4/18/2018 16:00,58.67
4/19/2018 16:00,60.02
4/20/2018 16:00,58.05
4/23/2018 16:00,56.67
4/24/2018 16:00,56.69
4/25/2018 16:00,56.14
4/26/2018 16:00,57.1
4/27/2018 16:00,58.82
4/30/2018 16:00,58.78
5/1/2018 16:00,59.98
5/2/2018 16:00,60.23
5/3/2018 16:00,56.89
