Date,Close
1/2/2018 16:00,188.32
1/3/2018 16:00,190.58
1/4/2018 16:00,189.1
1/5/2018 16:00,187.75
1/8/2018 16:00,188.48
1/9/2018 16:00,186.29
1/10/2018 16:00,185.42
1/11/2018 16:00,189.38
1/12/2018 16:00,191.84
1/16/2018 16:00,191.53
1/17/2018 16:00,192.29
1/18/2018 16:00,191.51
1/19/2018 16:00,192.29
1/22/2018 16:00,194.38
1/23/2018 16:00,193.42
1/24/2018 16:00,194.24
1/25/2018 16:00,197.95
1/26/2018 16:00,198.91
1/29/2018 16:00,198.32
1/30/2018 16:00,197.91
1/31/2018 16:00,194.87
2/1/2018 16:00,193.47
2/2/2018 16:00,190.99
2/5/2018 16:00,182.77
2/6/2018 16:00,185.01
2/7/2018 16:00,183.19
2/8/2018 16:00,178.61
2/9/2018 16:00,180.72
2/12/2018 16:00,181.06
2/13/2018 16:00,184.15
2/14/2018 16:00,187.35
2/15/2018 16:00,191.48
2/16/2018 16:00,191.56
2/20/2018 16:00,188.12
2/21/2018 16:00,185.75
2/22/2018 16:00,186.59
2/23/2018 16:00,189.81
2/26/2018 16:00,192.81
2/27/2018 16:00,190.1
2/28/2018 16:00,190.9
3/1/2018 16:00,189.03
3/2/2018 16:00,189.33
3/5/2018 16:00,191.48
3/6/2018 16:00,191.46
3/7/2018 16:00,187.36
3/8/2018 16:00,185.69
3/9/2018 16:00,188.58
3/12/2018 16:00,189.37
3/13/2018 16:00,187.46
3/14/2018 16:00,184.63
3/15/2018 16:00,185.51
3/16/2018 16:00,185.87
3/19/2018 16:00,184.15
3/20/2018 16:00,187.35
3/21/2018 16:00,186.07
3/22/2018 16:00,182.64
3/23/2018 16:00,180.84
3/26/2018 16:00,187.22
3/27/2018 16:00,183.15
3/28/2018 16:00,183.61
3/29/2018 16:00,188.43
4/2/2018 16:00,182.75
4/3/2018 16:00,182.61
4/4/2018 16:00,185.52
4/5/2018 16:00,186.25
4/6/2018 16:00,183.96
4/9/2018 16:00,184.41
4/10/2018 16:00,183.55
4/11/2018 16:00,184.65
4/12/2018 16:00,188.82
4/13/2018 16:00,188.91
4/16/2018 16:00,194.58
4/17/2018 16:00,196
4/18/2018 16:00,196.51
4/19/2018 16:00,195.07
